amd,rcm,padding,matrix_name,partial_gauss,_step,n,rank,_runtime,max_mode_size,z,tile_size,_timestamp,run_id,run_name
False,True,3,ex15,9,2.0,6861.0,1.0,3.7710959911346436,6861.0,98600.0,6861.0,1718225911.653055,ai9szkw7,proud-sweep-2263
False,False,3,ex15,8,0.0,6862.0,47696.0,3.910832405090332,73.0,98603.0,2.0,1718225901.3799994,kj9nt7ig,different-sweep-2262
False,False,3,ex15,8,1.0,6862.0,724.0,4.098369121551514,73.0,98603.0,47.0,1718225901.567536,kj9nt7ig,different-sweep-2262
False,False,3,ex15,8,2.0,6862.0,280.0,4.2389976978302,73.0,98603.0,73.0,1718225901.7081647,kj9nt7ig,different-sweep-2262
False,False,3,ex15,8,3.0,6862.0,217.0,4.379621744155884,94.0,98603.0,94.0,1718225901.8487887,kj9nt7ig,different-sweep-2262
False,False,3,ex15,8,4.0,6862.0,139.0,4.504583358764648,146.0,98603.0,146.0,1718225901.9737504,kj9nt7ig,different-sweep-2262
False,False,3,ex15,8,5.0,6862.0,4.0,4.69208288192749,3431.0,98603.0,3431.0,1718225902.1612499,kj9nt7ig,different-sweep-2262
False,False,3,ex15,8,6.0,6862.0,1.0,4.910834312438965,6862.0,98603.0,6862.0,1718225902.3800013,kj9nt7ig,different-sweep-2262
False,True,3,ex15,8,0.0,6862.0,79670.0,3.936558485031128,73.0,98603.0,2.0,1718225891.1919904,0xpdsm3u,logical-sweep-2261
False,True,3,ex15,8,1.0,6862.0,2384.0,4.1240599155426025,73.0,98603.0,47.0,1718225891.3794918,0xpdsm3u,logical-sweep-2261
False,True,3,ex15,8,2.0,6862.0,1144.0,4.280309438705444,73.0,98603.0,73.0,1718225891.5357413,0xpdsm3u,logical-sweep-2261
False,True,3,ex15,8,3.0,6862.0,785.0,4.436560392379761,94.0,98603.0,94.0,1718225891.6919923,0xpdsm3u,logical-sweep-2261
False,True,3,ex15,8,4.0,6862.0,353.0,4.561529159545898,146.0,98603.0,146.0,1718225891.816961,0xpdsm3u,logical-sweep-2261
False,True,3,ex15,8,5.0,6862.0,4.0,4.7646496295928955,3431.0,98603.0,3431.0,1718225892.0200815,0xpdsm3u,logical-sweep-2261
False,True,3,ex15,8,6.0,6862.0,1.0,4.967833757400513,6862.0,98603.0,6862.0,1718225892.2232656,0xpdsm3u,logical-sweep-2261
False,False,3,ex15,7,0.0,6863.0,1.0,2.268310546875,6863.0,98624.0,6863.0,1718225877.2904596,za0i6rei,fast-sweep-2260
False,True,3,ex15,7,0.0,6863.0,1.0,2.3308417797088623,6863.0,98624.0,6863.0,1718225867.6922357,9xi1oi21,devout-sweep-2259
False,False,3,ex15,6,0.0,6864.0,47697.0,3.4728825092315674,13.0,98615.0,2.0,1718225847.4472544,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,1.0,6864.0,19813.0,4.547230958938599,13.0,98615.0,3.0,1718225848.5216029,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,2.0,6864.0,16266.0,5.345317840576172,13.0,98615.0,4.0,1718225849.3196898,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,3.0,6864.0,7856.0,5.91023850440979,13.0,98615.0,6.0,1718225849.8846104,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,4.0,6864.0,7586.0,6.33211088180542,13.0,98615.0,8.0,1718225850.3064828,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,5.0,6864.0,4714.0,6.628953695297241,13.0,98615.0,11.0,1718225850.6033256,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,6.0,6864.0,3928.0,6.925865411758423,13.0,98615.0,12.0,1718225850.9002373,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,7.0,6864.0,4652.0,7.191486597061157,13.0,98615.0,13.0,1718225851.1658585,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,8.0,6864.0,3791.0,7.41023588180542,16.0,98615.0,16.0,1718225851.3846078,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,9.0,6864.0,2356.0,7.661463737487793,22.0,98615.0,22.0,1718225851.6358356,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,10.0,6864.0,1962.0,7.9114720821380615,24.0,98615.0,24.0,1718225851.885844,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,11.0,6864.0,1828.0,8.145842552185059,26.0,98615.0,26.0,1718225852.1202145,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,12.0,6864.0,1034.0,8.364588499069214,33.0,98615.0,33.0,1718225852.3389604,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,13.0,6864.0,874.0,8.552073240280151,39.0,98615.0,39.0,1718225852.5264452,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,14.0,6864.0,774.0,8.880184412002563,44.0,98615.0,44.0,1718225852.8545563,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,15.0,6864.0,709.0,9.067686557769775,48.0,98615.0,48.0,1718225853.0420585,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,16.0,6864.0,654.0,9.239588975906372,52.0,98615.0,52.0,1718225853.213961,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,17.0,6864.0,310.0,9.395842790603638,66.0,98615.0,66.0,1718225853.3702147,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,18.0,6864.0,262.0,9.536466836929321,78.0,98615.0,78.0,1718225853.5108387,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,19.0,6864.0,232.0,9.677088499069214,88.0,98615.0,88.0,1718225853.6514604,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,20.0,6864.0,196.0,9.817694425582886,104.0,98615.0,104.0,1718225853.7920663,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,21.0,6864.0,154.0,9.942714214324951,132.0,98615.0,132.0,1718225853.9170861,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,22.0,6864.0,142.0,10.067716598510742,143.0,98615.0,143.0,1718225854.0420885,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,23.0,6864.0,130.0,10.178377389907837,156.0,98615.0,156.0,1718225854.1527493,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,24.0,6864.0,115.0,10.30337905883789,176.0,98615.0,176.0,1718225854.277751,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,25.0,6864.0,97.0,10.412755489349365,208.0,98615.0,208.0,1718225854.3871274,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,26.0,6864.0,76.0,10.522128343582153,264.0,98615.0,264.0,1718225854.4965003,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,27.0,6864.0,70.0,10.648304224014282,286.0,98615.0,286.0,1718225854.6226761,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,28.0,6864.0,64.0,10.757697105407715,312.0,98615.0,312.0,1718225854.732069,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,29.0,6864.0,46.0,10.867074489593506,429.0,98615.0,429.0,1718225854.8414464,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,30.0,6864.0,37.0,10.9764883518219,528.0,98615.0,528.0,1718225854.9508603,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,31.0,6864.0,34.0,11.085824489593506,572.0,98615.0,572.0,1718225855.0601964,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,32.0,6864.0,31.0,11.210821866989136,624.0,98615.0,624.0,1718225855.1851938,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,33.0,6864.0,22.0,11.367079496383667,858.0,98615.0,858.0,1718225855.3414514,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,34.0,6864.0,16.0,11.570167779922485,1144.0,98615.0,1144.0,1718225855.5445397,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,35.0,6864.0,10.0,11.757661581039429,1716.0,98615.0,1716.0,1718225855.7320335,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,36.0,6864.0,7.0,11.96083688735962,2288.0,98615.0,2288.0,1718225855.9352088,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,37.0,6864.0,4.0,12.179592609405518,3432.0,98615.0,3432.0,1718225856.1539645,6qfjsor6,eager-sweep-2258
False,False,3,ex15,6,38.0,6864.0,1.0,12.38266396522522,6864.0,98615.0,6864.0,1718225856.3570359,6qfjsor6,eager-sweep-2258
False,True,3,ex15,6,0.0,6864.0,79487.0,3.7252743244171143,13.0,98615.0,2.0,1718225827.3933523,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,1.0,6864.0,59579.0,4.906972885131836,13.0,98615.0,3.0,1718225828.5750508,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,2.0,6864.0,44474.0,5.784392356872559,13.0,98615.0,4.0,1718225829.4524703,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,3.0,6864.0,26156.0,6.378137588500977,13.0,98615.0,6.0,1718225830.0462155,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,4.0,6864.0,18558.0,6.832441806793213,13.0,98615.0,8.0,1718225830.5005198,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,5.0,6864.0,12182.0,7.176222324371338,13.0,98615.0,11.0,1718225830.8443003,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,6.0,6864.0,11104.0,7.504348039627075,13.0,98615.0,12.0,1718225831.172426,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,7.0,6864.0,10534.0,7.785597562789917,13.0,98615.0,13.0,1718225831.4536755,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,8.0,6864.0,8263.0,8.035600185394287,16.0,98615.0,16.0,1718225831.7036781,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,9.0,6864.0,5338.0,8.301222324371338,22.0,98615.0,22.0,1718225831.9693003,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,10.0,6864.0,5484.0,8.582475900650024,24.0,98615.0,24.0,1718225832.2505538,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,11.0,6864.0,4582.0,8.848100423812866,26.0,98615.0,26.0,1718225832.5161784,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,12.0,6864.0,3478.0,9.082474708557129,33.0,98615.0,33.0,1718225832.7505527,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,13.0,6864.0,2958.0,9.332477569580078,39.0,98615.0,39.0,1718225833.0005555,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,14.0,6864.0,2364.0,9.519974946975708,44.0,98615.0,44.0,1718225833.188053,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,15.0,6864.0,2099.0,9.707473516464233,48.0,98615.0,48.0,1718225833.3755515,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,16.0,6864.0,1738.0,9.896217584609985,52.0,98615.0,52.0,1718225833.5642955,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,17.0,6864.0,1170.0,10.052468538284302,66.0,98615.0,66.0,1718225833.7205465,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,18.0,6864.0,886.0,10.208718061447144,78.0,98615.0,78.0,1718225833.876796,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,19.0,6864.0,742.0,10.349342346191406,88.0,98615.0,88.0,1718225834.0174203,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,20.0,6864.0,492.0,10.491266250610352,104.0,98615.0,104.0,1718225834.1593442,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,21.0,6864.0,354.0,10.616257667541504,132.0,98615.0,132.0,1718225834.2843356,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,22.0,6864.0,316.0,10.741265773773193,143.0,98615.0,143.0,1718225834.4093437,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,23.0,6864.0,278.0,10.866267681121826,156.0,98615.0,156.0,1718225834.5343456,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,24.0,6864.0,237.0,10.991228580474854,176.0,98615.0,176.0,1718225834.6593065,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,25.0,6864.0,143.0,11.1166250705719,208.0,98615.0,208.0,1718225834.784703,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,26.0,6864.0,100.0,11.24165964126587,264.0,98615.0,264.0,1718225834.9097376,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,27.0,6864.0,94.0,11.366652250289917,286.0,98615.0,286.0,1718225835.0347302,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,28.0,6864.0,80.0,11.47603440284729,312.0,98615.0,312.0,1718225835.1441123,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,29.0,6864.0,54.0,11.585403442382812,429.0,98615.0,429.0,1718225835.2534814,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,30.0,6864.0,41.0,11.710409879684448,528.0,98615.0,528.0,1718225835.3784878,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,31.0,6864.0,38.0,11.819786310195923,572.0,98615.0,572.0,1718225835.4878643,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,32.0,6864.0,35.0,11.944786548614502,624.0,98615.0,624.0,1718225835.6128645,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,33.0,6864.0,24.0,12.116643905639648,858.0,98615.0,858.0,1718225835.7847219,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,34.0,6864.0,18.0,12.304160118103027,1144.0,98615.0,1144.0,1718225835.972238,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,35.0,6864.0,12.0,12.507301807403564,1716.0,98615.0,1716.0,1718225836.1753798,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,36.0,6864.0,9.0,12.710424661636353,2288.0,98615.0,2288.0,1718225836.3785026,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,37.0,6864.0,4.0,12.914720296859741,3432.0,98615.0,3432.0,1718225836.5827982,lfs1sjw6,driven-sweep-2257
False,True,3,ex15,6,38.0,6864.0,1.0,13.117854833602905,6864.0,98615.0,6864.0,1718225836.7859328,lfs1sjw6,driven-sweep-2257
False,False,3,ex15,5,0.0,6865.0,12973.0,2.596391201019287,1373.0,98620.0,5.0,1718225812.9536202,cwtg93xm,driven-sweep-2256
False,False,3,ex15,5,1.0,6865.0,13.0,2.7838916778564453,1373.0,98620.0,1373.0,1718225813.1411207,cwtg93xm,driven-sweep-2256
False,False,3,ex15,5,2.0,6865.0,1.0,2.987013101577759,6865.0,98620.0,6865.0,1718225813.344242,cwtg93xm,driven-sweep-2256
False,True,3,ex15,5,0.0,6865.0,34983.0,2.6138222217559814,1373.0,98620.0,5.0,1718225802.4806883,s6hlh2yd,major-sweep-2255
False,True,3,ex15,5,1.0,6865.0,15.0,2.8173134326934814,1373.0,98620.0,1373.0,1718225802.6841795,s6hlh2yd,major-sweep-2255
False,True,3,ex15,5,2.0,6865.0,1.0,3.0204427242279053,6865.0,98620.0,6865.0,1718225802.8873088,s6hlh2yd,major-sweep-2255
False,False,3,ex15,4,0.0,6866.0,47710.0,3.581219434738159,3433.0,98637.0,2.0,1718225792.9898505,nl6bo2zu,deft-sweep-2254
False,False,3,ex15,4,1.0,6866.0,4.0,3.768686056137085,3433.0,98637.0,3433.0,1718225793.1773171,nl6bo2zu,deft-sweep-2254
False,False,3,ex15,4,2.0,6866.0,1.0,3.9874398708343506,6866.0,98637.0,6866.0,1718225793.396071,nl6bo2zu,deft-sweep-2254
False,True,3,ex15,4,0.0,6866.0,77844.0,3.5019724369049072,3433.0,98637.0,2.0,1718225782.4693763,dy52a72x,autumn-sweep-2253
False,True,3,ex15,4,1.0,6866.0,4.0,3.689488172531128,3433.0,98637.0,3433.0,1718225782.656892,dy52a72x,autumn-sweep-2253
False,True,3,ex15,4,2.0,6866.0,1.0,3.892622947692871,6866.0,98637.0,6866.0,1718225782.8600268,dy52a72x,autumn-sweep-2253
False,False,3,ex15,3,0.0,6867.0,19818.0,2.723263740539551,109.0,98640.0,3.0,1718225761.3206418,jexomqg0,eternal-sweep-2252
False,False,3,ex15,3,1.0,6867.0,8771.0,3.208817720413208,109.0,98640.0,7.0,1718225761.8061957,jexomqg0,eternal-sweep-2252
False,False,3,ex15,3,2.0,6867.0,6821.0,3.677993059158325,109.0,98640.0,9.0,1718225762.275371,jexomqg0,eternal-sweep-2252
False,False,3,ex15,3,3.0,6867.0,2921.0,4.162382125854492,109.0,98640.0,21.0,1718225762.7597601,jexomqg0,eternal-sweep-2252
False,False,3,ex15,3,4.0,6867.0,539.0,4.33429217338562,109.0,98640.0,63.0,1718225762.9316702,jexomqg0,eternal-sweep-2252
False,False,3,ex15,3,5.0,6867.0,187.0,4.474915981292725,109.0,98640.0,109.0,1718225763.072294,jexomqg0,eternal-sweep-2252
False,False,3,ex15,3,6.0,6867.0,61.0,4.584255695343018,327.0,98640.0,327.0,1718225763.1816337,jexomqg0,eternal-sweep-2252
False,False,3,ex15,3,7.0,6867.0,25.0,4.740543842315674,763.0,98640.0,763.0,1718225763.3379219,jexomqg0,eternal-sweep-2252
False,False,3,ex15,3,8.0,6867.0,19.0,4.9280478954315186,981.0,98640.0,981.0,1718225763.525426,jexomqg0,eternal-sweep-2252
False,False,3,ex15,3,9.0,6867.0,7.0,5.115542411804199,2289.0,98640.0,2289.0,1718225763.7129204,jexomqg0,eternal-sweep-2252
False,False,3,ex15,3,10.0,6867.0,1.0,5.318631172180176,6867.0,98640.0,6867.0,1718225763.9160092,jexomqg0,eternal-sweep-2252
False,True,3,ex15,3,0.0,6867.0,60010.0,3.0196902751922607,109.0,98640.0,3.0,1718225746.0108442,qhf62cop,classic-sweep-2251
False,True,3,ex15,3,1.0,6867.0,24975.0,3.567744016647339,109.0,98640.0,7.0,1718225746.558898,qhf62cop,classic-sweep-2251
False,True,3,ex15,3,2.0,6867.0,15185.0,3.9896183013916016,109.0,98640.0,9.0,1718225746.9807723,qhf62cop,classic-sweep-2251
False,True,3,ex15,3,3.0,6867.0,6807.0,4.411457300186157,109.0,98640.0,21.0,1718225747.4026113,qhf62cop,classic-sweep-2251
False,True,3,ex15,3,4.0,6867.0,1695.0,4.614623308181763,109.0,98640.0,63.0,1718225747.6057773,qhf62cop,classic-sweep-2251
False,True,3,ex15,3,5.0,6867.0,621.0,4.755205869674683,109.0,98640.0,109.0,1718225747.7463598,qhf62cop,classic-sweep-2251
False,True,3,ex15,3,6.0,6867.0,85.0,4.864619255065918,327.0,98640.0,327.0,1718225747.8557732,qhf62cop,classic-sweep-2251
False,True,3,ex15,3,7.0,6867.0,25.0,5.036458969116211,763.0,98640.0,763.0,1718225748.027613,qhf62cop,classic-sweep-2251
False,True,3,ex15,3,8.0,6867.0,19.0,5.223991632461548,981.0,98640.0,981.0,1718225748.2151456,qhf62cop,classic-sweep-2251
False,True,3,ex15,3,9.0,6867.0,7.0,5.411512613296509,2289.0,98640.0,2289.0,1718225748.4026666,qhf62cop,classic-sweep-2251
False,True,3,ex15,3,10.0,6867.0,1.0,5.614587783813477,6867.0,98640.0,6867.0,1718225748.6057417,qhf62cop,classic-sweep-2251
False,False,3,ex15,2,0.0,6868.0,47715.0,3.1320149898529053,101.0,98647.0,2.0,1718225722.0179589,he5wp416,blooming-sweep-2250
False,False,3,ex15,2,1.0,6868.0,16271.0,3.945692539215088,101.0,98647.0,4.0,1718225722.8316364,he5wp416,blooming-sweep-2250
False,False,3,ex15,2,2.0,6868.0,2798.0,4.164442539215088,101.0,98647.0,17.0,1718225723.0503864,he5wp416,blooming-sweep-2250
False,False,3,ex15,2,3.0,6868.0,1004.0,4.3679914474487305,101.0,98647.0,34.0,1718225723.2539353,he5wp416,blooming-sweep-2250
False,False,3,ex15,2,4.0,6868.0,301.0,4.52424168586731,101.0,98647.0,68.0,1718225723.4101856,he5wp416,blooming-sweep-2250
False,False,3,ex15,2,5.0,6868.0,202.0,4.6649086475372314,101.0,98647.0,101.0,1718225723.5508525,he5wp416,blooming-sweep-2250
False,False,3,ex15,2,6.0,6868.0,100.0,4.774259805679321,202.0,98647.0,202.0,1718225723.6602037,he5wp416,blooming-sweep-2250
False,False,3,ex15,2,7.0,6868.0,49.0,4.8836493492126465,404.0,98647.0,404.0,1718225723.7695932,he5wp416,blooming-sweep-2250
False,False,3,ex15,2,8.0,6868.0,10.0,5.0711493492126465,1717.0,98647.0,1717.0,1718225723.9570932,he5wp416,blooming-sweep-2250
False,False,3,ex15,2,9.0,6868.0,4.0,5.275516986846924,3434.0,98647.0,3434.0,1718225724.1614609,he5wp416,blooming-sweep-2250
False,False,3,ex15,2,10.0,6868.0,1.0,5.478666305541992,6868.0,98647.0,6868.0,1718225724.3646102,he5wp416,blooming-sweep-2250
False,True,3,ex15,2,0.0,6868.0,79729.0,3.39406418800354,101.0,98647.0,2.0,1718225706.5703633,h3cqhl2e,soft-sweep-2249
False,True,3,ex15,2,1.0,6868.0,45693.0,4.270662307739258,101.0,98647.0,4.0,1718225707.4469614,h3cqhl2e,soft-sweep-2249
False,True,3,ex15,2,2.0,6868.0,8308.0,4.4894115924835205,101.0,98647.0,17.0,1718225707.6657107,h3cqhl2e,soft-sweep-2249
False,True,3,ex15,2,3.0,6868.0,3584.0,4.708168983459473,101.0,98647.0,34.0,1718225707.884468,h3cqhl2e,soft-sweep-2249
False,True,3,ex15,2,4.0,6868.0,1303.0,4.880024433135986,101.0,98647.0,68.0,1718225708.0563235,h3cqhl2e,soft-sweep-2249
False,True,3,ex15,2,5.0,6868.0,628.0,5.020666599273682,101.0,98647.0,101.0,1718225708.1969657,h3cqhl2e,soft-sweep-2249
False,True,3,ex15,2,6.0,6868.0,180.0,5.169862985610962,202.0,98647.0,202.0,1718225708.346162,h3cqhl2e,soft-sweep-2249
False,True,3,ex15,2,7.0,6868.0,61.0,5.279237985610962,404.0,98647.0,404.0,1718225708.455537,h3cqhl2e,soft-sweep-2249
False,True,3,ex15,2,8.0,6868.0,10.0,5.466750621795654,1717.0,98647.0,1717.0,1718225708.6430497,h3cqhl2e,soft-sweep-2249
False,True,3,ex15,2,9.0,6868.0,4.0,5.669894456863403,3434.0,98647.0,3434.0,1718225708.8461936,h3cqhl2e,soft-sweep-2249
False,True,3,ex15,2,10.0,6868.0,1.0,5.888647556304932,6868.0,98647.0,6868.0,1718225709.0649467,h3cqhl2e,soft-sweep-2249
False,False,3,ex15,1,0.0,6869.0,1.0,1.7719290256500244,6869.0,98660.0,6869.0,1718225693.560434,md5e5y6r,azure-sweep-2248
False,True,3,ex15,1,0.0,6869.0,1.0,1.7523093223571777,6869.0,98660.0,6869.0,1718225683.3179893,a4rtzb56,avid-sweep-2247
False,False,3,ex15,0,0.0,6870.0,47726.0,2.5013608932495117,229.0,98671.0,2.0,1718225668.6044848,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,1.0,6870.0,19825.0,3.5831432342529297,229.0,98671.0,3.0,1718225669.6862671,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,2.0,6870.0,12978.0,4.2393639087677,229.0,98671.0,5.0,1718225670.3424878,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,3.0,6870.0,7861.0,4.786238193511963,229.0,98671.0,6.0,1718225670.889362,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,4.0,6870.0,5193.0,5.131225347518921,229.0,98671.0,10.0,1718225671.2343493,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,5.0,6870.0,3144.0,5.3655993938446045,229.0,98671.0,15.0,1718225671.4687233,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,6.0,6870.0,1571.0,5.599942922592163,229.0,98671.0,30.0,1718225671.7030668,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,7.0,6870.0,88.0,5.724940061569214,229.0,98671.0,229.0,1718225671.828064,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,8.0,6870.0,43.0,5.959338188171387,458.0,98671.0,458.0,1718225672.062462,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,9.0,6870.0,28.0,6.0999462604522705,687.0,98671.0,687.0,1718225672.2030702,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,10.0,6870.0,16.0,6.30310320854187,1145.0,98671.0,1145.0,1718225672.406227,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,11.0,6870.0,13.0,6.490564584732056,1374.0,98671.0,1374.0,1718225672.5936885,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,12.0,6870.0,7.0,6.6937432289123535,2290.0,98671.0,2290.0,1718225672.7968671,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,13.0,6870.0,4.0,6.896857500076294,3435.0,98671.0,3435.0,1718225672.9999814,0m4uoua4,peach-sweep-2246
False,False,3,ex15,0,14.0,6870.0,1.0,7.115577697753906,6870.0,98671.0,6870.0,1718225673.2187016,0m4uoua4,peach-sweep-2246
False,True,3,ex15,0,0.0,6870.0,80190.0,2.7847025394439697,229.0,98671.0,2.0,1718225653.2411485,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,1.0,6870.0,59725.0,3.9577696323394775,229.0,98671.0,3.0,1718225654.4142156,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,2.0,6870.0,32384.0,4.67647647857666,229.0,98671.0,5.0,1718225655.1329224,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,3.0,6870.0,25907.0,5.270258903503418,229.0,98671.0,6.0,1718225655.7267048,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,4.0,6870.0,12939.0,5.629634141921997,229.0,98671.0,10.0,1718225656.08608,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,5.0,6870.0,8278.0,5.880834102630615,229.0,98671.0,15.0,1718225656.33728,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,6.0,6870.0,3757.0,6.131304025650024,229.0,98671.0,30.0,1718225656.58775,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,7.0,6870.0,122.0,6.25626802444458,229.0,98671.0,229.0,1718225656.712714,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,8.0,6870.0,51.0,6.474992036819458,458.0,98671.0,458.0,1718225656.931438,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,9.0,6870.0,32.0,6.724993705749512,687.0,98671.0,687.0,1718225657.1814396,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,10.0,6870.0,18.0,6.990639925003052,1145.0,98671.0,1145.0,1718225657.4470859,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,11.0,6870.0,15.0,7.178149938583374,1374.0,98671.0,1374.0,1718225657.6345959,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,12.0,6870.0,9.0,7.381281852722168,2290.0,98671.0,2290.0,1718225657.8377278,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,13.0,6870.0,4.0,7.60003662109375,3435.0,98671.0,3435.0,1718225658.0564826,pwjk1622,dry-sweep-2245
False,True,3,ex15,0,14.0,6870.0,1.0,7.8031110763549805,6870.0,98671.0,6870.0,1718225658.259557,pwjk1622,dry-sweep-2245
False,False,2,ex15,10,0.0,6859.0,2501.0,2.9553284645080566,19.0,98623.0,19.0,1718225643.1824334,7u0tjt3k,whole-sweep-2244
False,False,2,ex15,10,1.0,6859.0,55.0,3.064730405807495,361.0,98623.0,361.0,1718225643.2918353,7u0tjt3k,whole-sweep-2244
False,False,2,ex15,10,2.0,6859.0,1.0,3.25219988822937,6859.0,98623.0,6859.0,1718225643.4793048,7u0tjt3k,whole-sweep-2244
False,True,2,ex15,10,0.0,6859.0,7821.0,2.7209832668304443,19.0,98623.0,19.0,1718225632.4793642,6mjnlkth,northern-sweep-2243
False,True,2,ex15,10,1.0,6859.0,69.0,2.8459551334381104,361.0,98623.0,361.0,1718225632.604336,6mjnlkth,northern-sweep-2243
