amd,rcm,padding,matrix_name,partial_gauss,_wandb,r2mode6,_runtime,max_mode_size,n,z,rank,_step,tile_size,_timestamp,name
True,False,2,ex10hs,0,{'runtime': 2},24137569.0,2.6729812622070312,17,2550,57308,1,22,2550,1718117768.6310742,likely-sweep-82
True,True,2,ex10hs,0,{'runtime': 2},24137569.0,2.7197635173797607,17,2550,57308,1,22,2550,1718117757.7549856,revived-sweep-81
True,False,1,ex10hs,3,{'runtime': 1},90458382169.0,1.5737502574920654,67,2546,57949,1,6,2546,1718117746.3255882,fallen-sweep-80
True,True,1,ex10hs,3,{'runtime': 1},90458382169.0,1.6165993213653564,67,2546,57949,1,6,2546,1718117736.1902742,laced-sweep-79
True,False,1,ex10hs,2,{'runtime': 1},513710701744969.0,3.3545007705688477,283,2547,57850,1,4,2547,1718117727.8151748,exalted-sweep-78
True,True,1,ex10hs,2,{'runtime': 1},513710701744969.0,1.4488601684570312,283,2547,57850,1,4,2547,1718117714.666963,brisk-sweep-77
True,False,1,ex10hs,1,{'runtime': 1},4826809.0,2.21671199798584,13,2548,57693,1,16,2548,1718117705.225075,eager-sweep-76
True,True,1,ex10hs,1,{'runtime': 1},4826809.0,2.2978713512420654,13,2548,57693,1,16,2548,1718117695.8580923,light-sweep-75
True,False,1,ex10hs,0,{'runtime': 0},2.7429570845106376e+20,0.8281009197235107,2549,2549,57308,1,0,2549,1718117683.454203,ethereal-sweep-74
True,True,1,ex10hs,0,{'runtime': 0},2.7429570845106376e+20,0.8522043228149414,2549,2549,57308,1,0,2549,1718117672.9576433,golden-sweep-73
True,False,0,ex10hs,3,{'runtime': 0},1.739028478142844e+16,1.1963119506835938,509,2545,57949,1,2,2545,1718117663.113078,whole-sweep-72
True,True,0,ex10hs,3,{'runtime': 0},1.739028478142844e+16,1.334496021270752,509,2545,57949,1,2,2545,1718117652.028772,bright-sweep-71
True,False,0,ex10hs,2,{'runtime': 1},90458382169.0,1.6054954528808594,67,2546,57850,1,6,2546,1718117642.8667784,toasty-sweep-70
True,True,0,ex10hs,2,{'runtime': 1},90458382169.0,1.6436536312103271,67,2546,57850,1,6,2546,1718117631.4557166,logical-sweep-69
True,False,0,ex10hs,1,{'runtime': 1},513710701744969.0,1.434483766555786,283,2547,57693,1,4,2547,1718117620.9551878,lively-sweep-68
True,True,0,ex10hs,1,{'runtime': 1},513710701744969.0,1.4346623420715332,283,2547,57693,1,4,2547,1718117610.7170825,decent-sweep-67
True,False,0,ex10hs,0,{'runtime': 1},4826809.0,2.1530065536499023,13,2548,57308,1,16,2548,1718117600.4098616,azure-sweep-66
True,True,0,ex10hs,0,{'runtime': 1},4826809.0,2.2710933685302734,13,2548,57308,1,16,2548,1718117590.2781854,tough-sweep-65
True,False,3,ex10,3,{'runtime': 1},195930594145441.0,1.8403551578521729,241,2410,55095,1,6,2410,1718117579.4635012,celestial-sweep-64
True,True,3,ex10,3,{'runtime': 1},195930594145441.0,1.8799419403076172,241,2410,55095,1,6,2410,1718117569.246485,rose-sweep-63
True,False,3,ex10,2,{'runtime': 0},1.9641889444618332e+20,1.073521375656128,2411,2411,55052,1,0,2411,1718117557.9503365,denim-sweep-62
True,True,3,ex10,2,{'runtime': 0},1.9641889444618332e+20,1.003192901611328,2411,2411,55052,1,0,2411,1718117547.327766,dulcet-sweep-61
True,False,3,ex10,1,{'runtime': 2},90458382169.0,2.528310775756836,67,2412,54823,1,16,2412,1718117538.3605158,worthy-sweep-60
True,True,3,ex10,1,{'runtime': 2},90458382169.0,2.71322250366211,67,2412,54823,1,16,2412,1718117528.0375626,happy-sweep-59
True,False,3,ex10,0,{'runtime': 0},4195872914689.0,0.9501914978027344,127,2413,54840,1,2,2413,1718117516.0276644,comic-sweep-58
True,True,3,ex10,0,{'runtime': 0},4195872914689.0,1.107316970825195,127,2413,54840,1,2,2413,1718117505.535552,twilight-sweep-57
True,False,2,ex10,3,{'runtime': 1},151334226289.0,1.4500422477722168,73,2409,55095,1,6,2409,1718117495.4610844,flowing-sweep-56
True,True,2,ex10,3,{'runtime': 1},151334226289.0,1.616161823272705,73,2409,55095,1,6,2409,1718117486.331956,vital-sweep-55
True,False,2,ex10,2,{'runtime': 1},195930594145441.0,1.7779247760772705,241,2410,55052,1,6,2410,1718117474.9165547,apricot-sweep-54
True,True,2,ex10,2,{'runtime': 1},195930594145441.0,1.7175724506378174,241,2410,55052,1,6,2410,1718117464.5593214,valiant-sweep-53
True,False,2,ex10,1,{'runtime': 0},1.9641889444618332e+20,0.9310498237609864,2411,2411,54823,1,0,2411,1718117453.3019428,lyric-sweep-52
True,True,2,ex10,1,{'runtime': 0},1.9641889444618332e+20,0.8476371765136719,2411,2411,54823,1,0,2411,1718117442.765875,silver-sweep-51
True,False,2,ex10,0,{'runtime': 1},90458382169.0,2.3387186527252197,67,2412,54840,1,16,2412,1718117433.8265088,dauntless-sweep-50
True,True,2,ex10,0,{'runtime': 2},90458382169.0,2.592430830001831,67,2412,54840,1,16,2412,1718117424.6980667,wild-sweep-49
True,False,1,ex10,3,{'runtime': 1},6321363049.0,2.3273768424987793,43,2408,55095,1,14,2408,1718117413.835831,wise-sweep-48
True,True,1,ex10,3,{'runtime': 1},6321363049.0,2.1984200477600098,43,2408,55095,1,14,2408,1718117403.461783,fearless-sweep-47
True,False,1,ex10,2,{'runtime': 1},151334226289.0,1.442918300628662,73,2409,55052,1,6,2409,1718117391.4671674,hearty-sweep-46
True,True,1,ex10,2,{'runtime': 1},151334226289.0,1.6521682739257812,73,2409,55052,1,6,2409,1718117381.450025,fancy-sweep-45
True,False,1,ex10,1,{'runtime': 1},195930594145441.0,1.6741032600402832,241,2410,54823,1,6,2410,1718117371.0617971,different-sweep-44
True,True,1,ex10,1,{'runtime': 1},195930594145441.0,1.730921983718872,241,2410,54823,1,6,2410,1718117360.89116,radiant-sweep-43
True,False,1,ex10,0,{'runtime': 0},1.9641889444618332e+20,0.8801224231719971,2411,2411,54840,1,0,2411,1718117349.4768004,deep-sweep-42
True,True,1,ex10,0,{'runtime': 0},1.9641889444618332e+20,0.915999174118042,2411,2411,54840,1,0,2411,1718117339.812128,eager-sweep-41
True,False,0,ex10,3,{'runtime': 0},326940373369.0,1.0571293830871582,83,2407,55095,1,2,2407,1718117329.4139893,rich-sweep-40
True,True,0,ex10,3,{'runtime': 0},326940373369.0,1.033099889755249,83,2407,55095,1,2,2407,1718117318.7877958,lemon-sweep-39
True,False,0,ex10,2,{'runtime': 1},6321363049.0,2.2792208194732666,43,2408,55052,1,14,2408,1718117309.596882,wise-sweep-38
True,True,0,ex10,2,{'runtime': 1},6321363049.0,2.232229232788086,43,2408,55052,1,14,2408,1718117298.3061712,grateful-sweep-37
True,False,0,ex10,1,{'runtime': 1},151334226289.0,1.5060384273529053,73,2409,54823,1,6,2409,1718117287.2857544,iconic-sweep-36
True,True,0,ex10,1,{'runtime': 1},151334226289.0,2.1469736099243164,73,2409,54823,1,6,2409,1718117278.0728426,youthful-sweep-35
True,False,0,ex10,0,{'runtime': 1},195930594145441.0,1.688136339187622,241,2410,54840,1,6,2410,1718117267.3512363,denim-sweep-34
True,True,0,ex10,0,{'runtime': 1},195930594145441.0,1.7254889011383057,241,2410,54840,1,6,2410,1718117256.166396,lemon-sweep-33
True,False,3,ex3,3,{'runtime': 0},5.001867078602285e+16,1.5970079898834229,607,1821,53798,1,2,1821,1718117246.211225,toasty-sweep-32
True,True,3,ex3,3,{'runtime': 0},5.001867078602285e+16,1.1687242984771729,607,1821,53798,1,2,1821,1718117234.5238192,grateful-sweep-31
True,False,3,ex3,2,{'runtime': 0},5.71623746239597e+17,1.1908576488494873,911,1822,53895,1,2,1822,1718117224.3677287,spring-sweep-30
True,True,3,ex3,2,{'runtime': 0},5.71623746239597e+17,1.2517271041870115,911,1822,53895,1,2,1822,1718117214.710734,exalted-sweep-29
True,False,3,ex3,1,{'runtime': 0},3.670455912481314e+19,0.8999273777008057,1823,1823,52650,1,0,1823,1718117203.766601,young-sweep-28
True,True,3,ex3,1,{'runtime': 0},3.670455912481314e+19,0.975388765335083,1823,1823,52650,1,0,1823,1718117193.3301528,lyric-sweep-27
True,False,3,ex3,0,{'runtime': 1},47045881.0,1.9798314571380615,19,1824,52685,1,22,1824,1718117184.1094224,faithful-sweep-26
True,True,3,ex3,0,{'runtime': 1},47045881.0,2.0979373455047607,19,1824,52685,1,22,1824,1718117172.9367614,generous-sweep-25
True,False,2,ex3,3,{'runtime': 1},4826809.0,1.9528827667236328,13,1820,53798,1,22,1820,1718117162.5603328,fresh-sweep-24
True,True,2,ex3,3,{'runtime': 1},4826809.0,2.036048650741577,13,1820,53798,1,22,1820,1718117152.4276357,vivid-sweep-23
True,False,2,ex3,2,{'runtime': 0},5.001867078602285e+16,1.105055809020996,607,1821,53895,1,2,1821,1718117141.243137,neat-sweep-22
True,True,2,ex3,2,{'runtime': 0},5.001867078602285e+16,1.1408977508544922,607,1821,53895,1,2,1821,1718117130.938717,celestial-sweep-21
True,False,2,ex3,1,{'runtime': 0},5.71623746239597e+17,1.2089622020721436,911,1822,52650,1,2,1822,1718117120.736797,sage-sweep-20
True,True,2,ex3,1,{'runtime': 0},5.71623746239597e+17,1.210702896118164,911,1822,52650,1,2,1822,1718117109.4873898,swift-sweep-19
True,False,2,ex3,0,{'runtime': 0},3.670455912481314e+19,0.9198472499847412,1823,1823,52685,1,0,1823,1718117099.6078105,sunny-sweep-18
True,True,2,ex3,0,{'runtime': 0},3.670455912481314e+19,0.8645007610321045,1823,1823,52685,1,0,1823,1718117088.8845737,rich-sweep-17
True,False,1,ex3,3,{'runtime': 0},1500730351849.0,0.959822416305542,107,1819,53798,1,2,1819,1718117078.496601,valiant-sweep-16
True,True,1,ex3,3,{'runtime': 0},1500730351849.0,0.9785926342010498,107,1819,53798,1,2,1819,1718117068.000419,prime-sweep-15
True,False,1,ex3,2,{'runtime': 1},4826809.0,2.077057361602783,13,1820,53895,1,22,1820,1718117058.7965994,sandy-sweep-14
True,True,1,ex3,2,{'runtime': 1},4826809.0,2.014430284500122,13,1820,53895,1,22,1820,1718117048.5309002,volcanic-sweep-13
True,False,1,ex3,1,{'runtime': 0},5.001867078602285e+16,1.1367511749267578,607,1821,52650,1,2,1821,1718117037.3267002,fanciful-sweep-12
True,True,1,ex3,1,{'runtime': 0},5.001867078602285e+16,1.1496703624725342,607,1821,52650,1,2,1821,1718117027.0846894,clean-sweep-11
True,False,1,ex3,0,{'runtime': 0},5.71623746239597e+17,1.1658992767333984,911,1822,52685,1,2,1822,1718117005.7614913,fast-sweep-10
True,True,1,ex3,0,{'runtime': 0},5.71623746239597e+17,1.2183103561401367,911,1822,52685,1,2,1822,1718116995.5527732,bright-sweep-9
True,False,0,ex3,3,{'runtime': 1},1061520150601.0,1.6955280303955078,101,1818,53798,1,10,1818,1718116985.784964,vague-sweep-8
True,True,0,ex3,3,{'runtime': 1},1061520150601.0,1.7355782985687256,101,1818,53798,1,10,1818,1718116975.5694132,soft-sweep-7
True,False,0,ex3,2,{'runtime': 0},1500730351849.0,0.9792730808258056,107,1819,53895,1,2,1819,1718116964.37802,youthful-sweep-6
True,True,0,ex3,2,{'runtime': 0},1500730351849.0,1.0099155902862549,107,1819,53895,1,2,1819,1718116953.9245496,visionary-sweep-5
True,False,0,ex3,1,{'runtime': 1},4826809.0,2.0971813201904297,13,1820,52650,1,22,1820,1718116944.4462924,ruby-sweep-4
True,True,0,ex3,1,{'runtime': 1},4826809.0,2.09496808052063,13,1820,52650,1,22,1820,1718116934.138536,icy-sweep-3
True,False,0,ex3,0,{'runtime': 0},5.001867078602285e+16,1.1565749645233154,607,1821,52685,1,2,1821,1718116923.024083,laced-sweep-2
True,True,0,ex3,0,{'runtime': 1},5.001867078602285e+16,1.4294869899749756,607,1821,52685,1,2,1821,1718116912.134184,northern-sweep-1
