amd,rcm,padding,matrix_name,partial_gauss,gauss_threshold,_step,n,rank,_runtime,z_reduced,z_full,max_mode_size,tile_size,_timestamp,run_id,run_name
True,False,0,ex10hs,16,0.001,8.0,2532.0,7.0,9.837366104125977,57302.0,42819.0,844.0,844.0,1719246404.2032301,8gcv1nhw,gallant-sweep-354
True,False,0,ex10hs,16,0.001,9.0,2532.0,4.0,9.934321641921997,57302.0,42819.0,1266.0,1266.0,1719246404.3001857,8gcv1nhw,gallant-sweep-354
True,False,0,ex10hs,16,0.001,10.0,2532.0,1.0,10.045781373977661,57302.0,42819.0,2532.0,2532.0,1719246404.4116454,8gcv1nhw,gallant-sweep-354
True,True,1,ex13,512,0.001,0.0,2057.0,2107.0,38.1993408203125,67148.0,71468.0,17.0,11.0,1719247169.2054257,73cl64cy,hardy-sweep-555
True,True,1,ex13,512,0.001,1.0,2057.0,1259.0,38.37100863456726,67148.0,71468.0,17.0,17.0,1719247169.3770936,73cl64cy,hardy-sweep-555
True,True,1,ex13,512,0.001,2.0,2057.0,77.0,38.447365045547485,67148.0,71468.0,121.0,121.0,1719247169.45345,73cl64cy,hardy-sweep-555
True,True,1,ex13,512,0.001,3.0,2057.0,41.0,38.5109121799469,67148.0,71468.0,187.0,187.0,1719247169.516997,73cl64cy,hardy-sweep-555
True,True,1,ex13,512,0.001,4.0,2057.0,1.0,38.62147355079651,67148.0,71468.0,2057.0,2057.0,1719247169.6275585,73cl64cy,hardy-sweep-555
False,False,2,bcsstk13,64,0.001,0.0,1941.0,20849.0,4.79229474067688,88957.0,79254.0,647.0,3.0,1719250371.7908208,41zctyt9,major-sweep-1622
False,False,2,bcsstk13,64,0.001,1.0,1941.0,9.0,4.823546886444092,88957.0,79254.0,647.0,647.0,1719250371.822073,41zctyt9,major-sweep-1622
False,False,2,bcsstk13,64,0.001,2.0,1941.0,1.0,4.870856523513794,88957.0,79254.0,1941.0,1941.0,1719250371.8693826,41zctyt9,major-sweep-1622
False,True,10,ex13,1024,0.001,0.0,1554.0,11652.0,49.123515367507935,46396.0,58588.0,37.0,2.0,1719250316.9076514,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,1.0,1554.0,9809.0,49.500359296798706,46396.0,58588.0,37.0,3.0,1719250317.2844954,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,2.0,1554.0,3378.0,49.6888427734375,46396.0,58588.0,37.0,6.0,1719250317.4729788,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,3.0,1554.0,2955.0,49.86166262626648,46396.0,58588.0,37.0,7.0,1719250317.6457987,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,4.0,1554.0,1087.0,49.971522092819214,46396.0,58588.0,37.0,14.0,1719250317.7556581,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,5.0,1554.0,662.0,50.0501275062561,46396.0,58588.0,37.0,21.0,1719250317.8342636,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,6.0,1554.0,316.0,50.09700274467468,46396.0,58588.0,37.0,37.0,1719250317.8811388,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,7.0,1554.0,267.0,50.1443350315094,46396.0,58588.0,42.0,42.0,1719250317.928471,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,8.0,1554.0,111.0,50.17560076713562,46396.0,58588.0,74.0,74.0,1719250317.9597368,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,9.0,1554.0,60.0,50.206843852996826,46396.0,58588.0,111.0,111.0,1719250317.99098,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,10.0,1554.0,19.0,50.23856544494629,46396.0,58588.0,222.0,222.0,1719250318.0227015,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,11.0,1554.0,16.0,50.26982522010803,46396.0,58588.0,259.0,259.0,1719250318.0539613,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,12.0,1554.0,7.0,50.28543424606323,46396.0,58588.0,518.0,518.0,1719250318.0695703,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,13.0,1554.0,4.0,50.33276844024658,46396.0,58588.0,777.0,777.0,1719250318.1169045,sdi5crky,stellar-sweep-1581
False,True,10,ex13,1024,0.001,14.0,1554.0,1.0,50.37967324256897,46396.0,58588.0,1554.0,1554.0,1719250318.1638093,sdi5crky,stellar-sweep-1581
True,True,0,ex13,32,0.001,0.0,2536.0,18938.0,8.756621837615967,74884.0,74731.0,317.0,2.0,1719247053.59635,g0qgqa1q,restful-sweep-531
True,True,0,ex13,32,0.001,1.0,2536.0,8568.0,9.29512619972229,74884.0,74731.0,317.0,4.0,1719247054.1348543,g0qgqa1q,restful-sweep-531
True,True,0,ex13,32,0.001,2.0,2536.0,3479.0,9.568653583526611,74884.0,74731.0,317.0,8.0,1719247054.4083817,g0qgqa1q,restful-sweep-531
True,True,0,ex13,32,0.001,3.0,2536.0,22.0,9.626996994018555,74884.0,74731.0,317.0,317.0,1719247054.466725,g0qgqa1q,restful-sweep-531
True,True,0,ex13,32,0.001,4.0,2536.0,10.0,9.681344270706177,74884.0,74731.0,634.0,634.0,1719247054.5210724,g0qgqa1q,restful-sweep-531
True,True,0,ex13,32,0.001,5.0,2536.0,4.0,9.757986307144165,74884.0,74731.0,1268.0,1268.0,1719247054.5977144,g0qgqa1q,restful-sweep-531
True,True,0,ex13,32,0.001,6.0,2536.0,1.0,9.85641598701477,74884.0,74731.0,2536.0,2536.0,1719247054.696144,g0qgqa1q,restful-sweep-531
False,False,2,bcsstk13,128,0.001,0.0,1877.0,1.0,5.09003758430481,94523.0,92695.0,1877.0,1877.0,1719250378.9695365,hqjpevsd,fresh-sweep-1624
True,False,2,ex10,1024,0.001,0.0,1388.0,11627.0,55.71888566017151,39620.0,39500.0,347.0,2.0,1719245991.3761725,vq9e1lej,crisp-sweep-222
True,False,2,ex10,1024,0.001,1.0,1388.0,4853.0,56.085219383239746,39620.0,39500.0,347.0,4.0,1719245991.7425063,vq9e1lej,crisp-sweep-222
True,False,2,ex10,1024,0.001,2.0,1388.0,14.0,56.110021352767944,39620.0,39500.0,347.0,347.0,1719245991.7673082,vq9e1lej,crisp-sweep-222
True,False,2,ex10,1024,0.001,3.0,1388.0,4.0,56.13783502578735,39620.0,39500.0,694.0,694.0,1719245991.795122,vq9e1lej,crisp-sweep-222
True,False,2,ex10,1024,0.001,4.0,1388.0,1.0,56.16552686691284,39620.0,39500.0,1388.0,1388.0,1719245991.8228137,vq9e1lej,crisp-sweep-222
True,False,3,ex3,512,0.001,0.0,1312.0,15669.0,20.131811380386353,42633.0,45935.0,41.0,2.0,1719245490.1974423,hjuq82zc,worthy-sweep-60
True,False,3,ex3,512,0.001,1.0,1312.0,5882.0,20.267748594284058,42633.0,45935.0,41.0,4.0,1719245490.3333795,hjuq82zc,worthy-sweep-60
True,False,3,ex3,512,0.001,2.0,1312.0,2262.0,20.367967128753662,42633.0,45935.0,41.0,8.0,1719245490.433598,hjuq82zc,worthy-sweep-60
True,False,3,ex3,512,0.001,3.0,1312.0,924.0,20.427181005477905,42633.0,45935.0,41.0,16.0,1719245490.492812,hjuq82zc,worthy-sweep-60
True,False,3,ex3,512,0.001,4.0,1312.0,365.0,20.459413528442383,42633.0,45935.0,41.0,32.0,1719245490.5250444,hjuq82zc,worthy-sweep-60
True,False,3,ex3,512,0.001,5.0,1312.0,256.0,20.49774146080017,42633.0,45935.0,41.0,41.0,1719245490.5633724,hjuq82zc,worthy-sweep-60
True,False,3,ex3,512,0.001,6.0,1312.0,98.0,20.518712997436523,42633.0,45935.0,82.0,82.0,1719245490.584344,hjuq82zc,worthy-sweep-60
True,False,3,ex3,512,0.001,7.0,1312.0,36.0,20.541919469833374,42633.0,45935.0,164.0,164.0,1719245490.6075504,hjuq82zc,worthy-sweep-60
True,False,3,ex3,512,0.001,8.0,1312.0,14.0,20.55799889564514,42633.0,45935.0,328.0,328.0,1719245490.6236298,hjuq82zc,worthy-sweep-60
True,False,3,ex3,512,0.001,9.0,1312.0,4.0,20.581207513809204,42633.0,45935.0,656.0,656.0,1719245490.6468384,hjuq82zc,worthy-sweep-60
True,False,3,ex3,512,0.001,10.0,1312.0,1.0,20.606763124465942,42633.0,45935.0,1312.0,1312.0,1719245490.672394,hjuq82zc,worthy-sweep-60
True,False,1,ex13,1024,0.001,0.0,1545.0,10867.0,59.823336124420166,59004.0,72366.0,103.0,3.0,1719247207.3660371,x519m493,true-sweep-558
True,False,1,ex13,1024,0.001,1.0,1545.0,5129.0,60.21579885482788,59004.0,72366.0,103.0,5.0,1719247207.7584999,x519m493,true-sweep-558
True,False,1,ex13,1024,0.001,2.0,1545.0,1105.0,60.34132957458496,59004.0,72366.0,103.0,15.0,1719247207.8840306,x519m493,true-sweep-558
True,False,1,ex13,1024,0.001,3.0,1545.0,75.0,60.38819074630737,59004.0,72366.0,103.0,103.0,1719247207.9308918,x519m493,true-sweep-558
True,False,1,ex13,1024,0.001,4.0,1545.0,17.0,60.41986608505249,59004.0,72366.0,309.0,309.0,1719247207.962567,x519m493,true-sweep-558
True,False,1,ex13,1024,0.001,5.0,1545.0,9.0,60.45115542411804,59004.0,72366.0,515.0,515.0,1719247207.9938564,x519m493,true-sweep-558
True,False,1,ex13,1024,0.001,6.0,1545.0,1.0,60.498023986816406,59004.0,72366.0,1545.0,1545.0,1719247208.040725,x519m493,true-sweep-558
True,False,5,ex13,32,0.001,0.0,2541.0,16134.0,12.357675552368164,74884.0,74731.0,11.0,3.0,1719247388.7337945,7dvpukev,vibrant-sweep-612
True,False,5,ex13,32,0.001,1.0,2541.0,5057.0,13.090671062469482,74884.0,74731.0,11.0,7.0,1719247389.46679,7dvpukev,vibrant-sweep-612
True,False,5,ex13,32,0.001,2.0,2541.0,2811.0,13.472322463989258,74884.0,74731.0,11.0,11.0,1719247389.8484414,7dvpukev,vibrant-sweep-612
True,False,5,ex13,32,0.001,3.0,2541.0,1183.0,13.690808057785034,74884.0,74731.0,21.0,21.0,1719247390.066927,7dvpukev,vibrant-sweep-612
True,False,5,ex13,32,0.001,4.0,2541.0,649.0,13.887642860412598,74884.0,74731.0,33.0,33.0,1719247390.2637618,7dvpukev,vibrant-sweep-612
True,False,5,ex13,32,0.001,5.0,2541.0,203.0,14.04079794883728,74884.0,74731.0,77.0,77.0,1719247390.4169168,7dvpukev,vibrant-sweep-612
True,False,5,ex13,32,0.001,6.0,2541.0,111.0,14.140164136886597,74884.0,74731.0,121.0,121.0,1719247390.516283,7dvpukev,vibrant-sweep-612
True,False,5,ex13,32,0.001,7.0,2541.0,53.0,14.211610794067383,74884.0,74731.0,231.0,231.0,1719247390.5877297,7dvpukev,vibrant-sweep-612
True,False,5,ex13,32,0.001,8.0,2541.0,29.0,14.308667182922363,74884.0,74731.0,363.0,363.0,1719247390.684786,7dvpukev,vibrant-sweep-612
True,False,5,ex13,32,0.001,9.0,2541.0,9.0,14.391720294952393,74884.0,74731.0,847.0,847.0,1719247390.7678392,7dvpukev,vibrant-sweep-612
True,False,5,ex13,32,0.001,10.0,2541.0,1.0,14.483741998672485,74884.0,74731.0,2541.0,2541.0,1719247390.859861,7dvpukev,vibrant-sweep-612
False,False,8,ex10hs,512,0.001,0.0,2044.0,23994.0,32.530110597610474,46288.0,44667.0,73.0,2.0,1719249617.9864447,5x0zf6oi,fresh-sweep-1372
False,False,8,ex10hs,512,0.001,1.0,2044.0,9043.0,32.91859769821167,46288.0,44667.0,73.0,4.0,1719249618.3749318,5x0zf6oi,fresh-sweep-1372
False,False,8,ex10hs,512,0.001,2.0,2044.0,3835.0,33.162996768951416,46288.0,44667.0,73.0,7.0,1719249618.619331,5x0zf6oi,fresh-sweep-1372
False,False,8,ex10hs,512,0.001,3.0,2044.0,1420.0,33.3004252910614,46288.0,44667.0,73.0,14.0,1719249618.7567594,5x0zf6oi,fresh-sweep-1372
False,False,8,ex10hs,512,0.001,4.0,2044.0,541.0,33.37832450866699,46288.0,44667.0,73.0,28.0,1719249618.8346586,5x0zf6oi,fresh-sweep-1372
False,False,8,ex10hs,512,0.001,5.0,2044.0,122.0,33.45853400230408,46288.0,44667.0,73.0,73.0,1719249618.914868,5x0zf6oi,fresh-sweep-1372
False,False,8,ex10hs,512,0.001,6.0,2044.0,40.0,33.50834345817566,46288.0,44667.0,146.0,146.0,1719249618.9646776,5x0zf6oi,fresh-sweep-1372
False,False,8,ex10hs,512,0.001,7.0,2044.0,19.0,33.55859112739563,46288.0,44667.0,292.0,292.0,1719249619.0149252,5x0zf6oi,fresh-sweep-1372
False,False,8,ex10hs,512,0.001,8.0,2044.0,10.0,33.60024619102478,46288.0,44667.0,511.0,511.0,1719249619.0565803,5x0zf6oi,fresh-sweep-1372
False,False,8,ex10hs,512,0.001,9.0,2044.0,4.0,33.648563623428345,46288.0,44667.0,1022.0,1022.0,1719249619.1048977,5x0zf6oi,fresh-sweep-1372
False,False,8,ex10hs,512,0.001,10.0,2044.0,1.0,33.70846724510193,46288.0,44667.0,2044.0,2044.0,1719249619.1648014,5x0zf6oi,fresh-sweep-1372
False,False,7,ex10hs,64,0.001,0.0,2491.0,315.0,7.490083456039429,57650.0,43813.0,53.0,47.0,1719249531.3940015,qxn762o0,true-sweep-1350
False,False,7,ex10hs,64,0.001,1.0,2491.0,265.0,7.623455762863159,57650.0,43813.0,53.0,53.0,1719249531.5273738,qxn762o0,true-sweep-1350
False,False,7,ex10hs,64,0.001,2.0,2491.0,1.0,7.750348329544067,57650.0,43813.0,2491.0,2491.0,1719249531.6542664,qxn762o0,true-sweep-1350
True,True,0,ex10,16,0.001,0.0,2394.0,16221.0,5.287882566452026,54694.0,43376.0,19.0,2.0,1719245779.1251986,chb94wql,sleek-sweep-177
True,True,0,ex10,16,0.001,1.0,2394.0,12302.0,6.782869815826416,54694.0,43376.0,19.0,3.0,1719245780.6201859,chb94wql,sleek-sweep-177
True,True,0,ex10,16,0.001,2.0,2394.0,4445.0,7.485204458236694,54694.0,43376.0,19.0,6.0,1719245781.3225205,chb94wql,sleek-sweep-177
True,True,0,ex10,16,0.001,3.0,2394.0,3872.0,8.370161533355713,54694.0,43376.0,19.0,7.0,1719245782.2074776,chb94wql,sleek-sweep-177
True,True,0,ex10,16,0.001,4.0,2394.0,2684.0,8.813639402389526,54694.0,43376.0,19.0,9.0,1719245782.6509554,chb94wql,sleek-sweep-177
True,True,0,ex10,16,0.001,5.0,2394.0,1421.0,9.098020315170288,54694.0,43376.0,19.0,14.0,1719245782.9353364,chb94wql,sleek-sweep-177
True,True,0,ex10,16,0.001,6.0,2394.0,997.0,9.386300802230835,54694.0,43376.0,19.0,18.0,1719245783.2236168,chb94wql,sleek-sweep-177
True,True,0,ex10,16,0.001,7.0,2394.0,946.0,9.658863306045532,54694.0,43376.0,19.0,19.0,1719245783.4961793,chb94wql,sleek-sweep-177
True,True,0,ex10,16,0.001,8.0,2394.0,812.0,9.903972864151001,54694.0,43376.0,21.0,21.0,1719245783.741289,chb94wql,sleek-sweep-177
