amd,rcm,padding,matrix_name,partial_gauss,rank,tile_size,max_mode_size,z,n,_runtime,_timestamp,_step,run_id,run_name
False,False,9,bcsstk13,10,3364.0,11.0,13.0,75059.0,2002.0,4.028726816177368,1718630740.7677047,2.0,azoemfr8,lunar-sweep-3366
False,False,9,bcsstk13,10,2676.0,13.0,13.0,75059.0,2002.0,4.185464382171631,1718630740.9244423,3.0,azoemfr8,lunar-sweep-3366
False,False,9,bcsstk13,10,2405.0,14.0,14.0,75059.0,2002.0,4.337294578552246,1718630741.0762725,4.0,azoemfr8,lunar-sweep-3366
False,False,9,bcsstk13,10,1301.0,22.0,22.0,75059.0,2002.0,4.445321798324585,1718630741.1842997,5.0,azoemfr8,lunar-sweep-3366
False,False,9,bcsstk13,10,1037.0,26.0,26.0,75059.0,2002.0,4.513559103012085,1718630741.252537,6.0,azoemfr8,lunar-sweep-3366
False,False,9,bcsstk13,10,228.0,77.0,77.0,75059.0,2002.0,4.586522579193115,1718630741.3255005,7.0,azoemfr8,lunar-sweep-3366
False,False,9,bcsstk13,10,178.0,91.0,91.0,75059.0,2002.0,4.646353721618652,1718630741.3853316,8.0,azoemfr8,lunar-sweep-3366
False,False,9,bcsstk13,10,96.0,143.0,143.0,75059.0,2002.0,4.691762208938599,1718630741.43074,9.0,azoemfr8,lunar-sweep-3366
False,False,9,bcsstk13,10,89.0,154.0,154.0,75059.0,2002.0,4.725374937057495,1718630741.4643528,10.0,azoemfr8,lunar-sweep-3366
False,False,9,bcsstk13,10,77.0,182.0,182.0,75059.0,2002.0,4.759006023406982,1718630741.497984,11.0,azoemfr8,lunar-sweep-3366
False,False,9,bcsstk13,10,41.0,286.0,286.0,75059.0,2002.0,4.792625904083252,1718630741.5316038,12.0,azoemfr8,lunar-sweep-3366
False,False,9,bcsstk13,10,4.0,1001.0,1001.0,75059.0,2002.0,4.868408203125,1718630741.607386,13.0,azoemfr8,lunar-sweep-3366
False,False,9,bcsstk13,10,1.0,2002.0,2002.0,75059.0,2002.0,4.9088053703308105,1718630741.6477833,14.0,azoemfr8,lunar-sweep-3366
False,False,9,bcsstk13,8,33032.0,2.0,167.0,75211.0,2004.0,2.4644381999969482,1718630743.4760022,0.0,qmvp4m18,good-sweep-3362
False,False,9,bcsstk13,8,19777.0,3.0,167.0,75211.0,2004.0,2.9538307189941406,1718630743.9653947,1.0,qmvp4m18,good-sweep-3362
False,False,9,bcsstk13,8,13359.0,4.0,167.0,75211.0,2004.0,3.2681806087493896,1718630744.2797446,2.0,qmvp4m18,good-sweep-3362
